TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
7600000,26.00,384.69,353.36,4.6481,22.35,-336.3540
7650000,21.00,407.86,443.07,5.2172,16.10,-353.0530
7700000,22.00,404.63,441.34,4.2646,23.95,-349.4960
7750000,18.00,424.11,476.17,3.7213,23.72,-367.4930
7800000,33.00,349.82,452.33,7.4173,20.55,-288.0870
7850000,27.00,381.00,619.61,5.9013,26.81,-305.5390
7900000,31.00,361.86,675.44,6.5608,27.68,-278.8160
7950000,33.00,352.87,669.46,6.9970,29.79,-269.4240
8000000,32.00,358.36,695.69,6.5054,31.88,-272.7910
8050000,31.00,362.11,676.07,6.7925,28.48,-279.0030
8100000,33.00,352.50,664.31,7.1865,28.67,-269.5690
8150000,39.00,324.08,653.40,7.9913,30.15,-239.2400
8200000,40.00,321.23,637.02,7.6851,35.08,-237.5280
8250000,52.00,260.56,598.16,10.3186,28.46,-174.7440
8300000,48.00,280.16,615.91,9.2748,29.00,-194.5690
8350000,53.00,257.21,605.17,9.8618,31.26,-170.1930
8400000,49.00,277.67,637.82,8.8717,33.78,-189.3880
8450000,44.00,302.06,648.11,7.9512,34.86,-215.2490
8500000,57.00,236.58,584.00,10.8617,28.81,-149.6800
8550000,46.00,290.77,634.02,8.7669,31.07,-204.3680
8600000,49.00,277.32,638.25,9.1466,33.06,-188.9950
8650000,55.00,247.21,604.78,10.4389,30.56,-159.2320
8700000,51.00,269.58,639.98,9.0719,36.67,-180.0820
8750000,54.00,257.01,648.29,9.0496,39.80,-165.1810
8800000,56.00,243.06,602.44,10.4570,31.75,-154.8160
8850000,57.00,242.13,633.09,9.5023,38.54,-150.3210
8900000,52.00,267.33,643.45,8.6251,41.48,-176.9850
8950000,60.00,225.26,611.96,10.2495,34.10,-134.0640
9000000,52.00,264.81,640.28,8.8086,36.63,-174.7820
9050000,63.00,210.49,586.32,11.3647,33.41,-120.3580
9100000,47.00,286.08,642.63,8.7663,31.32,-198.3170
9150000,51.00,266.54,609.78,9.7731,30.71,-180.0620
9200000,56.00,248.90,589.70,8.0266,42.18,-161.9300
9250000,58.00,238.52,641.60,9.3926,40.48,-145.3600
9300000,59.00,232.97,635.90,9.4443,39.07,-139.8800
9350000,55.00,246.77,546.81,10.0299,29.76,-164.5890
9400000,56.00,241.98,541.60,10.4311,29.82,-159.8200
9450000,46.00,290.38,565.28,8.6592,30.22,-210.8520
9500000,42.00,313.65,602.47,7.0273,39.74,-232.4030
9550000,58.00,235.60,553.63,9.8063,35.45,-151.2370
9600000,57.00,236.52,542.57,10.5107,28.70,-153.7630
9650000,47.00,285.25,563.19,8.8610,29.55,-205.4310
9700000,57.00,237.97,552.56,10.1978,31.25,-154.2140
