TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,5.00,974.07,312.50,0.7273,25.40,-940.3200
100000,2.00,1003.69,174.70,0.4369,8.50,-985.2200
150000,8.00,943.91,287.82,1.0877,22.88,-911.1280
200000,10.00,925.17,294.75,1.1149,35.70,-890.6950
250000,13.00,894.18,329.00,1.6389,25.38,-854.7800
300000,6.00,963.18,223.46,0.9923,10.33,-937.8340
350000,16.00,865.07,382.06,1.8619,30.69,-818.8640
400000,22.00,803.39,306.34,2.7078,21.23,-761.7560
450000,15.00,873.71,334.38,1.8600,22.07,-832.7720
500000,22.00,803.12,328.52,2.7189,20.00,-759.2680
550000,37.00,660.43,468.61,3.5804,41.38,-595.0690
600000,14.00,883.20,251.96,1.7581,18.29,-851.0040
650000,24.00,784.29,414.78,2.8993,25.21,-730.8120
700000,15.00,872.36,263.88,2.0903,13.07,-838.4720
750000,8.00,943.71,314.14,1.1738,20.38,-908.2960
800000,12.00,903.01,258.89,1.6550,15.75,-871.1210
850000,23.00,793.63,343.25,2.8053,22.39,-747.8050
900000,14.00,883.13,282.21,1.8764,17.79,-847.9090
950000,23.00,793.00,281.72,2.8332,19.65,-753.3280
1000000,25.00,772.23,343.73,3.2863,16.92,-725.3570
1050000,23.00,793.72,355.56,2.8488,22.78,-746.6640
1100000,21.00,813.47,335.13,2.6839,21.48,-769.4570
1150000,24.00,783.30,338.53,2.9794,21.08,-737.4470
1200000,23.00,793.88,321.72,2.7322,23.48,-750.2080
1250000,25.00,773.15,341.38,3.0768,20.60,-726.5120
1300000,21.00,813.82,318.28,2.5532,23.14,-771.4920
1350000,15.00,874.15,331.79,1.8950,25.00,-833.4710
1400000,17.00,853.82,281.89,2.0006,22.94,-817.1310
1450000,19.00,833.49,320.06,2.3749,21.32,-791.9840
1500000,18.00,842.85,337.74,2.4968,17.61,-800.0760
1550000,14.00,882.86,275.49,1.8847,15.86,-848.3110
1600000,19.00,832.74,268.27,2.4366,17.37,-796.4130
1650000,15.00,873.41,280.01,1.8595,20.07,-837.9090
1700000,22.00,804.14,381.73,2.7647,24.64,-754.9670
1750000,21.00,814.89,411.84,2.5041,28.24,-763.2060
1800000,31.00,715.56,416.64,3.6688,29.03,-658.3960
1850000,22.00,803.30,383.37,2.8855,20.82,-753.9630
1900000,27.00,753.70,386.38,3.3328,22.89,-701.5620
1950000,25.00,772.78,387.65,3.3318,19.12,-721.5150
2000000,17.00,852.75,335.78,2.3401,16.65,-810.6720
2050000,13.00,893.16,278.91,1.7583,17.54,-858.7690
2100000,15.00,873.25,281.58,1.9319,19.00,-837.5920
2150000,13.00,893.50,283.63,1.6321,20.15,-858.6370
2200000,18.00,842.42,263.26,2.3856,15.22,-807.0940
2250000,19.00,833.15,340.20,2.4672,19.53,-789.6300
2300000,12.00,903.57,307.94,1.6202,20.42,-866.7760
2350000,23.00,792.20,263.35,2.8892,16.17,-754.3650
2400000,18.00,842.85,306.63,2.3626,17.61,-803.1870
2450000,17.00,853.31,319.29,2.1882,19.94,-812.8810
2500000,19.00,833.05,334.24,2.4647,19.00,-790.1260
2550000,18.00,844.00,270.63,1.9414,24.00,-807.9370
2600000,8.00,943.15,161.10,1.0582,13.38,-923.0400
2650000,2.00,1003.79,124.04,0.3054,13.50,-990.3860
2700000,36.00,666.56,569.57,4.3595,31.11,-591.6030
2750000,46.00,568.27,609.80,5.4757,33.28,-484.2900
2800000,30.00,726.53,631.20,3.6926,32.43,-648.4100
2850000,39.00,640.94,673.60,4.5914,41.79,-554.0800
2900000,30.00,724.60,349.25,3.3408,26.00,-674.6750
2950000,22.00,804.27,509.61,2.6743,25.23,-742.3090
