TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,0.00,1024.00,126.97,0.1240,0.00,-1011.3030
100000,46.00,558.08,141.79,5.3882,11.13,-520.9010
150000,62.00,394.97,112.07,6.8196,9.44,-352.7630
200000,73.00,285.20,109.23,7.2247,11.95,-237.7770
250000,97.00,40.36,96.00,10.6812,9.94,17.7400
300000,95.00,61.04,97.51,10.0533,10.36,-3.7890
350000,97.00,40.50,96.45,10.3992,10.08,17.6450
400000,93.00,81.28,100.55,9.8960,10.32,-24.7250
450000,96.00,50.70,98.39,10.7101,10.15,7.1390
500000,100.00,10.80,96.70,11.0090,10.80,48.8700
550000,98.00,29.63,95.36,11.2520,9.34,28.9060
600000,100.00,8.69,94.99,11.7487,8.69,50.8090
650000,100.00,8.95,95.82,11.4874,8.95,50.6320
700000,100.00,8.41,93.46,11.6951,8.41,50.9360
750000,100.00,8.42,92.63,11.4844,8.42,50.8430
800000,100.00,8.40,92.80,11.6342,8.40,50.8800
850000,100.00,8.11,91.42,11.8040,8.11,51.0320
900000,100.00,8.36,93.29,11.8167,8.36,50.9690
950000,100.00,8.49,93.06,11.4141,8.49,50.8160
1000000,100.00,8.68,94.31,11.3882,8.68,50.7510
1050000,100.00,8.17,94.49,12.0665,8.17,51.2790
1100000,100.00,8.61,95.45,11.6183,8.61,50.9350
1150000,100.00,8.12,93.74,12.0196,8.12,51.2540
1200000,100.00,8.48,92.61,11.4446,8.48,50.7810
1250000,96.00,49.47,97.22,10.8226,8.86,8.2520
1300000,96.00,49.19,95.92,11.0423,8.57,8.4020
1350000,100.00,8.30,92.93,11.7989,8.30,50.9930
1400000,99.00,18.95,94.92,11.1650,8.80,40.0420
1450000,100.00,8.02,91.19,11.9205,8.02,51.0990
1500000,96.00,49.21,97.43,11.1722,8.59,8.5330
1550000,100.00,8.39,93.03,11.6563,8.39,50.9130
1600000,93.00,80.06,99.31,10.3506,9.01,-23.6290
1650000,100.00,9.08,96.45,11.1742,9.08,50.5650
1700000,94.00,69.31,97.62,11.0329,8.37,-12.5480
1750000,100.00,8.75,94.50,11.2988,8.75,50.7000
1800000,100.00,9.18,96.00,10.8959,9.18,50.4200
1850000,100.00,8.24,92.39,11.6748,8.24,50.9990
1900000,99.00,18.64,92.87,11.2297,8.48,40.1470
1950000,100.00,8.32,92.30,11.6196,8.32,50.9100
2000000,100.00,8.98,94.44,11.0033,8.98,50.4640
2050000,97.00,39.11,94.77,10.9717,8.65,18.8670
2100000,99.00,19.13,95.00,10.9329,8.98,39.8700
2150000,95.00,59.87,96.40,10.3322,9.13,-2.7300
2200000,100.00,8.78,93.64,11.1222,8.78,50.5840
2250000,100.00,8.80,95.43,11.3441,8.80,50.7430
2300000,100.00,8.76,93.90,11.2447,8.76,50.6300
2350000,95.00,59.94,97.48,10.4011,9.20,-2.6920
2400000,100.00,8.89,95.14,11.2291,8.89,50.6240
2450000,100.00,8.78,93.70,11.2518,8.78,50.5900
2500000,100.00,8.93,95.35,11.2286,8.93,50.6050
2550000,99.00,19.83,94.99,10.3497,9.69,39.1690
2600000,84.00,171.74,107.24,9.8239,9.40,-119.0160
2650000,83.00,183.58,103.99,9.0768,11.45,-131.6810
2700000,100.00,9.04,93.06,10.8953,9.04,50.2660
2750000,100.00,9.55,110.11,12.0439,9.55,51.4610
2800000,93.00,80.17,99.19,10.2877,9.13,-23.7510
2850000,100.00,9.02,105.16,12.1583,9.02,51.4960
2900000,92.00,90.61,106.13,10.9671,9.45,-33.9970
2950000,100.00,9.21,95.39,10.9409,9.21,50.3290
3000000,84.00,172.24,117.74,9.9409,10.00,-118.4660
3050000,99.00,22.62,114.45,10.8283,12.51,38.3250
3100000,89.00,123.40,116.57,10.1214,12.09,-67.2430
3150000,94.00,72.68,111.10,10.7302,11.96,-14.5700
3200000,92.00,96.25,128.86,9.5965,15.58,-37.3640
3250000,88.00,136.36,124.68,9.2960,15.32,-79.8920
3300000,100.00,11.45,98.09,10.4483,11.45,48.3590
3350000,69.00,323.25,107.61,8.5066,8.42,-277.9890
3400000,100.00,10.30,108.74,11.9515,10.30,50.5740
3450000,100.00,10.58,109.88,11.7742,10.58,50.4080
3500000,100.00,9.80,105.71,12.0480,9.80,50.7710
3550000,100.00,10.53,110.00,11.8023,10.53,50.4700
3600000,85.00,162.40,108.70,10.1687,10.35,-109.0300
3650000,100.00,17.12,125.14,10.1895,17.12,45.3940
3700000,96.00,56.18,127.02,10.2414,15.85,4.5220
3750000,100.00,9.01,93.44,10.9219,9.01,50.3340
3800000,96.00,57.27,129.42,9.9636,16.99,3.6720
3850000,100.00,8.49,92.05,11.5252,8.49,50.7150
3900000,68.00,332.77,102.43,8.8414,7.49,-288.5270
3950000,100.00,15.39,120.13,11.2305,15.39,46.6230
4000000,98.00,38.53,129.92,10.0838,18.42,23.4620
4050000,91.00,104.95,117.28,10.0845,14.05,-47.7220
4100000,91.00,105.26,121.51,9.6572,14.40,-47.6090
4150000,90.00,113.75,114.51,10.3405,12.61,-57.2990
4200000,97.00,44.37,119.52,10.8289,14.07,16.0820
4250000,100.00,8.80,92.85,11.2089,8.80,50.4850
4300000,100.00,9.64,107.52,12.1555,9.64,51.1120
4350000,93.00,81.06,107.85,11.3328,10.09,-23.7750
4400000,95.00,61.73,117.59,11.1092,11.08,-2.4710
4450000,93.00,84.15,123.36,10.5345,13.41,-25.3140
4500000,97.00,50.84,121.41,10.5739,20.74,9.8010
4550000,96.00,51.71,102.00,10.0634,11.20,6.4900
