TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,0.00,1024.00,128.00,0.1250,0.00,-1011.2000
100000,3.00,993.58,173.18,0.5223,10.00,-974.7620
150000,6.00,963.49,217.90,0.8800,15.50,-938.7000
200000,9.00,933.64,265.94,1.2493,20.00,-902.5460
250000,3.00,993.52,184.56,0.5782,8.00,-973.5640
300000,4.00,984.04,318.24,0.7081,25.00,-950.2160
350000,7.00,953.72,244.06,0.9210,20.00,-925.8140
400000,6.00,963.70,211.52,0.8033,19.00,-939.5480
450000,10.00,923.04,236.17,1.3997,14.40,-894.4230
500000,6.00,963.35,213.09,0.8906,13.17,-939.0410
550000,11.00,913.02,193.22,1.3983,15.09,-888.1980
600000,22.00,805.12,422.36,2.6718,29.09,-751.8840
650000,17.00,852.39,217.70,2.1881,14.53,-822.1200
700000,11.00,912.93,212.57,1.4942,14.27,-886.1730
750000,22.00,805.94,379.05,2.4672,32.82,-757.0350
800000,27.00,753.91,378.11,3.2972,23.67,-702.5990
850000,27.00,756.26,385.30,2.8445,32.37,-704.2300
900000,21.00,813.62,314.93,2.4651,22.19,-771.6270
950000,18.00,842.63,275.50,2.3440,16.39,-806.0800
1000000,15.00,872.67,246.63,1.9977,15.13,-840.5070
1050000,14.00,882.88,246.30,1.8722,16.00,-851.2500
1100000,14.00,883.31,290.72,1.8336,19.07,-847.2380
1150000,15.00,873.08,272.75,1.9685,17.87,-838.3050
1200000,13.00,893.66,286.57,1.6402,21.38,-858.5030
1250000,8.00,943.28,212.40,1.1370,15.00,-918.0400
1300000,6.00,963.41,216.55,0.9287,14.17,-938.7550
1350000,13.00,892.76,215.16,1.7366,14.46,-864.7440
1400000,16.00,863.94,331.76,2.0660,23.62,-822.7640
1450000,18.00,842.73,280.26,2.3298,16.94,-805.7040
1500000,12.00,903.43,297.47,1.6402,19.25,-867.6830
1550000,13.00,892.74,205.86,1.7086,14.31,-865.6540
1600000,13.00,892.62,197.77,1.7584,13.38,-866.3430
1650000,14.00,882.85,214.03,1.8319,15.79,-854.4470
1700000,16.00,862.14,233.06,2.2208,12.38,-830.8340
1750000,24.00,783.42,327.23,3.0450,21.58,-738.6970
