TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,14.00,1763.42,216.33,2.5012,15.29,-1734.7870
100000,80.00,430.82,223.13,9.0083,26.52,-368.5070
150000,100.00,21.00,219.15,13.0233,21.00,50.9150
200000,100.00,19.63,222.27,13.5169,19.63,52.5970
250000,100.00,20.41,222.72,12.6855,20.41,51.8620
300000,100.00,19.70,222.50,12.9721,19.70,52.5500
350000,100.00,19.48,223.62,13.0647,19.48,52.8820
400000,100.00,18.88,223.49,13.3015,18.88,53.4690
450000,100.00,20.75,222.86,13.3155,20.75,51.5360
500000,100.00,21.02,223.32,12.7010,21.02,51.3120
550000,100.00,20.16,222.94,13.2621,20.16,52.1340
600000,100.00,19.18,222.75,13.8875,19.18,53.0950
650000,100.00,19.70,223.21,13.0500,19.70,52.6210
700000,100.00,21.37,224.15,11.5079,21.37,51.0450
750000,100.00,20.18,223.75,12.3581,20.18,52.1950
800000,100.00,19.20,223.02,13.3088,19.20,53.1020
850000,100.00,19.38,222.56,13.7619,19.38,52.8760
900000,100.00,20.37,223.37,12.6667,20.37,51.9670
950000,100.00,20.35,223.66,12.1310,20.35,52.0160
1000000,100.00,21.18,224.01,11.8517,21.18,51.2210
1050000,100.00,20.06,223.13,12.7227,20.06,52.2530
1100000,100.00,19.77,221.88,13.2700,19.77,52.4180
1150000,100.00,23.37,223.21,10.9578,23.37,48.9510
1200000,100.00,23.03,224.25,10.7603,23.03,49.3950
1250000,100.00,22.24,224.27,11.2851,22.24,50.1870
1300000,100.00,22.12,223.57,11.9424,22.12,50.2370
1350000,100.00,22.22,223.83,11.6143,22.22,50.1630
1400000,100.00,22.66,223.69,11.7707,22.66,49.7090
1450000,100.00,23.91,224.30,10.6285,23.91,48.5200
1500000,100.00,21.30,223.17,13.0392,21.30,51.0170
1550000,100.00,23.39,223.67,11.6802,23.39,48.9770
1600000,100.00,23.83,224.18,10.8602,23.83,48.5880
1650000,100.00,23.88,223.17,11.0846,23.88,48.4370
1700000,100.00,23.96,222.62,12.9283,23.96,48.3020
1750000,97.00,99.73,223.27,12.2357,39.47,-28.9030
1800000,96.00,103.57,223.88,10.8944,22.55,-33.1820
1850000,98.00,62.05,223.03,11.5391,21.52,9.2530
1900000,100.00,21.65,223.14,12.4100,21.65,50.6640
1950000,100.00,22.20,222.69,12.5936,22.20,50.0690
2000000,100.00,21.29,223.12,12.4976,21.29,51.0220
2050000,100.00,22.91,223.54,11.7678,22.91,49.4440
2100000,100.00,67.64,222.97,12.1908,67.64,4.6570
2150000,100.00,24.55,223.50,11.3818,24.55,47.8000
2200000,100.00,25.11,223.83,11.3122,25.11,47.2730
2250000,100.00,23.04,223.34,12.0711,23.04,49.2940
2300000,100.00,22.01,223.06,12.4811,22.01,50.2960
2350000,92.00,183.72,222.07,12.0893,21.61,-115.5130
2400000,100.00,22.07,222.48,12.7229,22.07,50.1780
2450000,95.00,124.11,223.53,11.6508,22.85,-54.2570
2500000,94.00,145.00,222.98,10.9992,23.53,-75.7020
2550000,94.00,144.07,223.74,10.8857,22.54,-74.6960
2600000,86.00,307.22,224.24,9.4491,23.84,-241.7960
2650000,95.00,123.74,223.68,11.2506,22.46,-53.8720
