TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,1.00,127.15,166.03,2.0698,614.00,-110.0470
100000,3.00,172.15,203.23,1.8374,162.00,-150.3270
150000,5.00,217.82,240.64,1.6922,276.40,-191.2560
200000,10.00,223.07,258.45,1.7549,139.40,-192.2250
250000,9.00,200.75,247.25,1.8273,85.11,-171.5250
300000,8.00,218.26,222.81,1.5209,101.50,-191.9790
350000,6.00,264.37,211.46,1.3631,88.00,-240.2240
400000,10.00,508.11,211.23,1.1635,43.70,-481.9870
450000,14.00,636.94,208.56,1.3857,66.21,-609.0840
500000,8.00,938.31,217.49,0.8253,39.75,-912.5610
550000,10.00,1087.58,217.81,0.8439,116.50,-1060.7990
600000,17.00,1207.59,253.47,1.0139,237.53,-1173.7430
650000,17.00,1215.78,372.23,0.9804,279.76,-1170.0570
700000,30.00,1250.58,618.03,1.0110,448.77,-1173.7770
750000,29.00,1310.15,649.29,1.2672,229.17,-1230.7210
800000,22.00,1576.22,591.65,1.3348,190.91,-1506.0550
850000,25.00,1534.85,558.30,1.7724,71.04,-1466.5200
900000,21.00,1597.29,637.66,1.3101,113.81,-1523.0240
950000,32.00,1370.53,641.22,1.8591,121.94,-1290.4080
1000000,29.00,1462.09,704.86,1.5576,253.79,-1377.1040
1050000,29.00,1438.70,709.32,1.9022,153.34,-1353.2680
1100000,41.00,1264.72,690.22,2.2250,154.73,-1175.1980
1150000,52.00,1096.02,730.09,2.1458,267.08,-997.0110
1200000,54.00,1088.80,774.13,2.7166,287.78,-984.3870
1250000,48.00,1139.66,838.07,2.4534,269.27,-1031.8530
1300000,66.00,885.98,832.53,3.2339,295.41,-769.7270
1350000,68.00,840.32,867.16,3.2684,289.43,-719.6040
1400000,71.00,789.27,832.52,3.9247,275.14,-670.5180
1450000,72.00,809.78,929.80,3.6776,328.25,-680.8000
1500000,76.00,763.51,928.78,3.8098,357.88,-632.6320
1550000,83.00,622.75,858.95,4.2464,330.83,-495.3550
1600000,74.00,749.91,939.92,4.0234,311.31,-618.9180
1650000,80.00,705.95,883.65,4.2752,370.44,-577.5850
1700000,84.00,680.95,1039.49,3.8281,420.56,-535.0010
1750000,89.00,603.06,1009.46,4.2697,424.47,-457.6140
1800000,86.00,666.23,1034.06,4.0148,441.29,-519.8240
1850000,92.00,549.74,1050.54,4.7001,419.46,-398.6860
1900000,91.00,640.45,1067.12,4.0901,501.24,-488.2380
1950000,95.00,549.72,1077.90,4.4370,470.86,-394.4300
2000000,96.00,463.02,1115.92,4.5448,396.98,-303.4280
2050000,90.00,560.52,1119.09,4.4632,395.24,-403.6110
2100000,81.00,711.90,1196.38,4.0266,398.49,-551.7620
2150000,83.00,793.22,1300.75,3.7356,536.22,-621.6450
2200000,72.00,952.38,1378.36,3.3026,526.31,-778.5440
2250000,74.00,925.88,1388.90,3.3004,531.62,-749.9900
2300000,74.00,943.01,1474.26,3.1463,554.77,-758.5840
2350000,73.00,950.95,1426.52,3.0886,572.74,-771.7980
2400000,82.00,770.63,1342.90,3.7877,490.23,-595.3400
2450000,79.00,882.46,1423.17,3.3157,572.63,-700.6430
2500000,70.00,995.19,1428.93,3.2481,543.99,-817.2970
2550000,70.00,1069.64,1529.08,3.0311,654.97,-881.7320
2600000,69.00,1016.35,1487.55,3.0703,584.51,-833.0950
2650000,60.00,1271.15,1607.11,2.3185,757.47,-1080.4390
2700000,38.00,1576.36,1764.76,1.7830,806.84,-1380.8840
2750000,48.00,1326.46,1623.55,2.4381,574.71,-1140.1050
2800000,53.00,1285.96,1639.21,2.4764,610.19,-1095.5390
2850000,35.00,1525.96,1710.46,2.0490,574.74,-1337.4140
2900000,49.00,1406.33,1663.22,2.2053,738.47,-1215.5080
2950000,45.00,1386.30,1713.83,2.2365,577.56,-1192.4170
3000000,38.00,1480.58,1676.04,2.2390,554.79,-1293.9760
3050000,49.00,1418.35,1715.73,2.1939,763.00,-1222.2770
3100000,26.00,1690.54,1801.31,1.6144,673.15,-1497.4090
3150000,33.00,1649.65,1763.08,1.6846,840.88,-1456.8420
3200000,27.00,1646.97,1784.70,1.7973,562.70,-1455.0000
3250000,27.00,1703.06,1810.40,1.5842,770.44,-1508.5200
3300000,25.00,1744.02,1811.90,1.5864,832.08,-1550.3300
3350000,26.00,1770.39,1863.07,1.3575,980.27,-1571.0830
3400000,19.00,1809.36,1849.34,1.3609,897.00,-1614.9260
3450000,16.00,1821.13,1875.63,1.3046,630.06,-1625.5670
