TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,13.00,446.36,168.15,3.1854,7.08,-423.0450
100000,11.00,456.48,192.98,2.9318,7.27,-431.6820
150000,54.00,251.28,209.22,5.8915,29.19,-203.3580
200000,36.00,331.43,205.19,7.8013,10.42,-292.9110
250000,23.00,396.28,206.00,5.5619,8.87,-364.1800
300000,31.00,356.80,204.84,6.7229,11.35,-320.8160
350000,33.00,345.89,204.13,7.8449,8.64,-308.9770
400000,35.00,336.64,203.79,7.6325,10.97,-298.7610
450000,37.00,326.10,196.35,8.2039,9.57,-287.9650
500000,32.00,352.01,205.02,6.4085,12.03,-315.5080
550000,21.00,406.88,206.19,4.5197,11.43,-375.7610
600000,23.00,396.34,200.53,5.5597,9.13,-364.7870
650000,41.00,313.45,207.07,5.4602,27.73,-272.2430
700000,34.00,341.42,203.81,7.1528,10.29,-304.0390
750000,32.00,351.10,204.47,7.2302,9.19,-314.6530
800000,20.00,412.10,204.14,3.6726,12.50,-381.6860
850000,33.00,347.64,200.80,5.5383,13.94,-311.0600
900000,28.00,371.41,209.92,6.0901,9.89,-336.4180
950000,29.00,367.70,211.01,5.2913,14.41,-332.0990
1000000,28.00,370.96,204.95,6.8314,8.29,-336.4650
1050000,53.00,257.48,211.28,6.2732,31.77,-209.8520
1100000,28.00,372.07,209.18,5.4631,12.25,-337.1520
1150000,38.00,321.69,198.81,7.6442,11.18,-282.8090
1200000,72.00,163.02,210.51,9.7037,27.31,-105.9690
1250000,76.00,142.46,201.43,8.2419,25.76,-84.3170
1300000,63.00,209.36,212.26,6.1648,31.62,-156.6340
1350000,57.00,238.38,210.99,5.5207,31.96,-188.7810
1400000,65.00,196.41,214.17,8.7927,26.48,-142.4930
1450000,28.00,371.02,192.45,6.3351,8.50,-337.7750
1500000,21.00,406.75,198.94,4.1830,10.81,-376.3560
1550000,28.00,371.52,191.70,5.5959,10.29,-338.3500
1600000,36.00,330.42,193.71,8.2699,7.61,-293.0490
