TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,9.00,233.37,97.74,2.2699,4.56,-219.0960
100000,13.00,223.49,121.41,3.5151,5.92,-204.8490
150000,25.00,193.75,116.93,4.5186,7.00,-169.5570
200000,25.00,193.62,120.04,4.9359,6.48,-169.1160
250000,40.00,156.52,117.01,7.0083,7.30,-124.8190
300000,67.00,92.03,167.42,12.0708,11.27,-41.7880
350000,59.00,110.50,171.58,11.3568,9.39,-63.8420
400000,57.00,116.12,180.05,10.9255,10.60,-69.6150
450000,72.00,79.88,177.30,13.1978,11.39,-26.1500
500000,80.00,62.04,180.66,13.2545,13.55,-3.9740
550000,65.00,97.82,186.83,11.3497,12.65,-46.6370
600000,74.00,75.63,182.82,13.2047,12.26,-20.3480
650000,62.00,104.72,187.02,10.9719,12.00,-55.0180
700000,80.00,63.54,187.25,12.3597,15.43,-4.8150
750000,62.00,104.23,171.62,11.5913,11.21,-56.0680
800000,77.00,71.36,189.28,11.3659,16.21,-13.9320
850000,84.00,55.72,188.59,11.8262,17.57,5.1390
900000,82.00,61.62,189.62,11.3276,18.95,-1.6580
950000,80.00,63.01,190.76,11.9678,14.76,-3.9340
1000000,72.00,82.28,192.62,10.9174,14.72,-27.0180
1050000,80.00,63.34,186.94,11.9990,15.18,-4.6460
1100000,68.00,91.12,187.38,11.1359,13.53,-38.3820
1150000,49.00,136.72,182.76,8.1674,12.57,-93.9440
1200000,81.00,65.31,199.81,9.8553,20.58,-4.8290
1250000,86.00,51.87,189.43,11.8175,18.64,10.0730
1300000,83.00,58.09,190.42,11.3591,17.55,2.4520
1350000,73.00,83.75,198.35,9.2570,20.04,-27.4150
1400000,74.00,78.44,191.97,10.9519,16.05,-22.2430
1450000,85.00,51.11,184.01,12.5345,14.95,9.7910
1500000,93.00,34.08,189.02,12.7716,17.38,31.3220
1550000,61.00,109.38,197.97,8.9059,15.64,-59.0830
1600000,76.00,75.20,199.35,9.8703,18.11,-17.2650
1650000,83.00,60.61,202.35,9.7584,20.59,1.1250
1700000,89.00,46.70,198.87,10.7076,20.83,17.6870
1750000,85.00,56.19,196.82,9.8775,20.93,5.9920
1800000,55.00,124.83,181.60,7.6839,17.51,-79.1700
1850000,74.00,79.53,179.54,9.5716,17.53,-24.5760
1900000,55.00,122.51,176.45,8.6749,13.29,-77.3650
1950000,93.00,34.54,193.85,12.2876,17.87,31.3450
2000000,91.00,38.96,193.57,12.5019,17.49,25.8970
2050000,38.00,163.50,175.60,6.2951,12.58,-126.9400
2100000,70.00,88.15,196.78,9.8229,16.21,-33.4720
2150000,67.00,94.84,194.95,9.8275,15.46,-41.8450
2200000,78.00,71.74,199.29,9.7339,19.77,-12.8110
2250000,84.00,57.75,195.83,10.5975,19.99,3.8330
2300000,74.00,85.37,202.02,8.0071,25.42,-28.1680
2350000,80.00,66.73,194.21,9.8690,19.41,-7.3090
2400000,77.00,76.45,198.87,8.9146,22.82,-18.0630
2450000,80.00,69.73,207.19,8.4355,23.16,-9.0110
2500000,82.00,65.95,199.13,8.7590,24.23,-5.0370
2550000,70.00,94.33,199.81,7.8711,25.04,-39.3490
2600000,28.00,190.48,160.21,2.7922,22.00,-160.4590
2650000,33.00,177.96,158.73,3.5114,19.52,-145.5870
2700000,75.00,81.99,202.65,8.0165,23.99,-24.2250
2750000,70.00,92.69,206.39,7.5183,22.70,-37.0510
2800000,87.00,49.97,197.71,10.8303,19.18,13.3010
2850000,94.00,34.60,196.30,11.3313,20.47,32.0300
2900000,84.00,58.29,200.64,10.0069,20.63,3.7740
2950000,84.00,56.01,198.35,10.8426,17.92,5.8250
3000000,52.00,129.78,182.61,8.0162,13.27,-85.5190
3050000,83.00,62.90,196.99,9.8266,23.35,-1.7010
3100000,86.00,52.02,195.23,10.8024,18.81,10.5030
3150000,73.00,86.53,210.47,7.7571,23.85,-28.9830
3200000,90.00,49.45,199.30,9.4205,26.50,15.4800
3250000,80.00,67.21,198.49,9.7101,20.01,-7.3610
3300000,75.00,78.27,199.05,9.6669,19.03,-20.8650
3350000,73.00,85.00,200.04,8.5854,21.75,-28.4960
3400000,76.00,76.39,199.05,9.7256,19.67,-18.4850
3450000,38.00,162.22,168.97,7.0359,9.21,-126.3230
3500000,82.00,61.97,194.59,10.0996,19.38,-1.5110
3550000,74.00,80.93,195.19,9.4861,19.42,-24.4110
3600000,68.00,98.68,209.68,7.2520,24.65,-43.7120
3650000,72.00,88.32,202.92,8.0281,23.11,-32.0280
3700000,79.00,71.71,202.16,8.9535,22.72,-11.9940
3750000,86.00,56.15,208.66,8.9716,23.62,7.7160
3800000,71.00,88.91,198.56,8.8429,20.66,-33.5540
3850000,84.00,59.21,202.83,9.4822,21.73,3.0730
3900000,83.00,62.85,201.69,9.2749,23.29,-1.1810
3950000,77.00,76.07,208.77,8.5559,22.32,-16.6930
