TimeSteps,Reward Found %,Avg Steps,Avg Tiles,Avg Tiles Per Step,Avg Steps to Reward,Avg Score
50000,19.00,263.86,546.06,2.7958,114.32,-199.7540
100000,26.00,277.03,570.70,3.2026,135.92,-206.9600
150000,37.00,250.31,561.75,4.1490,111.27,-175.6350
200000,34.00,277.89,573.30,4.2029,107.59,-203.5600
250000,45.00,302.95,598.06,4.1025,174.91,-220.6440
300000,73.00,209.48,575.60,5.9231,128.79,-115.4200
350000,55.00,249.92,599.55,5.4699,122.78,-162.4650
400000,60.00,212.89,588.10,6.6858,108.12,-124.0800
450000,71.00,199.29,594.21,7.2833,111.69,-104.3690
500000,58.00,213.19,586.83,7.2786,92.97,-125.5070
550000,79.00,195.30,598.96,8.6888,91.63,-95.9040
600000,87.00,199.62,607.46,9.7980,102.01,-95.3740
650000,89.00,204.71,623.80,9.2210,119.79,-97.8300
700000,92.00,205.20,629.10,10.0864,135.93,-96.2900
750000,89.00,206.53,600.04,11.4931,105.49,-102.0260
800000,88.00,249.91,633.58,9.4386,145.32,-142.5520
850000,93.00,175.46,601.61,10.7584,111.59,-68.7990
900000,94.00,184.08,612.01,11.7122,130.47,-75.8790
950000,99.00,120.45,636.10,10.7808,111.32,-7.3400
1000000,98.00,121.90,652.64,11.2233,103.49,-7.6360
1050000,99.00,110.22,651.19,11.4647,100.99,4.3990
1100000,99.00,94.93,632.68,13.7244,85.55,17.8380
1150000,100.00,81.76,618.73,14.5165,81.76,30.1130
1200000,100.00,71.19,623.30,14.1909,71.19,41.1400
1250000,100.00,81.41,633.46,13.5897,81.41,31.9360
1300000,100.00,62.47,621.98,15.7393,62.47,49.7280
1350000,100.00,58.77,611.19,16.6843,58.77,52.3490
1400000,100.00,60.49,617.73,15.7762,60.49,51.2830
1450000,100.00,63.29,612.61,17.1841,63.29,47.9710
1500000,100.00,52.68,611.73,17.3686,52.68,58.4930
1550000,100.00,57.27,594.30,18.4208,57.27,52.1600
1600000,100.00,52.31,628.21,17.5063,52.31,60.5110
1650000,100.00,48.57,619.68,18.6527,48.57,63.3980
1700000,100.00,39.00,589.51,20.3965,39.00,69.9510
1750000,100.00,59.88,637.46,17.4533,59.88,53.8660
1800000,100.00,50.23,627.59,19.3839,50.23,62.5290
1850000,100.00,41.75,618.51,19.7387,41.75,70.1010
1900000,100.00,52.38,664.75,18.4803,52.38,64.0950
1950000,100.00,46.59,637.93,19.6809,46.59,67.2030
2000000,99.00,60.06,661.93,18.6464,50.32,55.6330
2050000,100.00,38.76,629.60,21.4670,38.76,74.2000
2100000,100.00,39.63,632.21,21.4622,39.63,73.5910
2150000,100.00,53.42,627.67,21.3808,53.42,59.3470
2200000,100.00,46.52,657.23,20.7669,46.52,69.2030
2250000,100.00,45.56,649.17,21.8496,45.56,69.3570
2300000,100.00,36.13,644.07,21.8196,36.13,78.2770
2350000,99.00,58.20,683.62,19.2355,48.44,59.6620
2400000,100.00,46.04,649.68,20.8458,46.04,68.9280
2450000,100.00,50.61,651.44,20.8899,50.61,64.5340
2500000,98.00,82.06,652.30,19.8334,62.84,32.1700
2550000,98.00,63.06,637.06,21.8636,43.45,49.6460
2600000,100.00,45.44,656.82,22.2975,45.44,70.2420
2650000,98.00,59.98,638.21,22.2972,40.31,52.8410
2700000,100.00,51.31,641.80,22.8594,51.31,62.8700
2750000,100.00,40.28,643.96,22.6382,40.28,74.1160
2800000,100.00,64.82,694.77,19.6376,64.82,54.6570
2850000,100.00,52.75,680.56,20.8809,52.75,65.3060
2900000,100.00,48.24,689.69,20.3090,48.24,70.7290
2950000,100.00,97.02,708.79,18.1849,97.02,23.8590
3000000,100.00,76.16,687.11,19.5211,76.16,42.5510
3050000,100.00,65.19,725.54,17.8464,65.19,57.3640
3100000,97.00,112.52,729.85,17.8194,84.33,8.9650
3150000,96.00,112.86,734.16,17.3148,74.90,8.5560
3200000,96.00,148.45,747.00,15.9442,111.97,-25.7500
3250000,93.00,172.69,784.19,13.4774,108.61,-47.7710
3300000,89.00,231.12,783.86,12.6386,133.12,-108.2340
3350000,89.00,225.41,772.43,12.9120,126.71,-103.6670
3400000,87.00,272.30,811.59,10.2775,159.98,-147.6410
3450000,88.00,312.56,819.30,8.5946,215.55,-186.6300
3500000,85.00,265.41,796.39,11.2152,131.54,-143.2710
3550000,85.00,290.08,791.49,11.2199,160.56,-168.4310
3600000,82.00,301.91,810.19,9.4530,143.40,-179.8910
3650000,81.00,341.43,825.13,8.4666,181.32,-218.4170
3700000,86.00,280.78,822.70,8.8923,159.79,-155.5100
